AC No,AC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share (%)
170,GHATKOPAR EAST,4,SUNITA SANJAY GAIKWAD,Vanchit Bahujan  Aaghadi,3864,28,3892,2.6
170,GHATKOPAR EAST,5,HUSSAIN LALMOHAMMED SHAIKH,Swabhimani Paksha,1590,2,1592,1.06
170,GHATKOPAR EAST,6,ADV. NITYANAND RAMJATAN SHARMA,Independent,257,3,260,0.17
170,GHATKOPAR EAST,7,MADANLAL KEDARNATH GUPTA,Independent,292,0,292,0.2
170,GHATKOPAR EAST,8,SANTOSH RAMVIJAY VISHWAKARMA,Independent,346,0,346,0.23
170,GHATKOPAR EAST,9,NOTA,None of the Above,1711,8,1719,1.15
171,MANKHURD SHIVAJI NAGAR,1,JAGADISH YASHWANT KHANDEKAR,Maharashtra Navnirman sena,5385,29,5414,3.1
171,MANKHURD SHIVAJI NAGAR,2,NAWAB MALIK,Nationalist Congress Party,15442,59,15501,8.88
171,MANKHURD SHIVAJI NAGAR,3,VIDHYASAGAR ALIAS SURESH BHIMRAO VIDHYAGAR,Bahujan Samaj Party,1603,8,1611,0.92
171,MANKHURD SHIVAJI NAGAR,4,SURESH (BULLET) PATIL,Shiv Sena,35170,93,35263,20.2
171,MANKHURD SHIVAJI NAGAR,5,ABU ASIM AZMI,Samajwadi Party,54696,84,54780,31.38
171,MANKHURD SHIVAJI NAGAR,6,ATEEQUE AHMAD KHAN,All India Majlis-E-Ittehadul Muslimeen,42010,17,42027,24.07
171,MANKHURD SHIVAJI NAGAR,7,MOHAMMED SIRAJ SHAIKH,Vanchit Bahujan  Aaghadi,10441,38,10479,6
171,MANKHURD SHIVAJI NAGAR,8,RAJENDRA ANAND GARUD,Peoples Party of India (Democratic),139,0,139,0.08
171,MANKHURD SHIVAJI NAGAR,9,HAJI MOMIN BHAIJAAN,Bharatiya Yuva Jan Ekta Party,268,0,268,0.15
171,MANKHURD SHIVAJI NAGAR,10,ABID RAZA MOHD ABBAS SAYED,Independent,236,0,236,0.14
171,MANKHURD SHIVAJI NAGAR,11,KHAN SHAMIM BANU,Independent,280,0,280,0.16
171,MANKHURD SHIVAJI NAGAR,12,NAWAB MALIK,Independent,225,2,227,0.13
171,MANKHURD SHIVAJI NAGAR,13,NIKAM PRAMOD KADU,Independent,161,1,162,0.09
171,MANKHURD SHIVAJI NAGAR,14,COMRADE DR. POOJA,Independent,375,5,380,0.22
171,MANKHURD SHIVAJI NAGAR,15,PRADEEP MOHAN KANIYAT,Independent,147,0,147,0.08
171,MANKHURD SHIVAJI NAGAR,16,MOHD. IRSHAD HASMATULLA QURESHI,Independent,312,0,312,0.18
171,MANKHURD SHIVAJI NAGAR,17,MEHBOOB SHAIKH,Independent,203,1,204,0.12
171,MANKHURD SHIVAJI NAGAR,18,WASEEM JAVED KHAN,Independent,3683,6,3689,2.11
171,MANKHURD SHIVAJI NAGAR,19,SACHIN NIVRUTI PAGARE,Independent,129,1,130,0.07
171,MANKHURD SHIVAJI NAGAR,20,SALIM ABDUL AZIZ SHAIKH,Independent,175,1,176,0.1
171,MANKHURD SHIVAJI NAGAR,21,SIDDHARTH KADAJI USTURE,Independent,1663,5,1668,0.96
171,MANKHURD SHIVAJI NAGAR,22,MOHD. HUSAIN MOHD. IBRAHIM SHAIKH,Independent,268,0,268,0.15
171,MANKHURD SHIVAJI NAGAR,23,NOTA,None of the Above,1200,13,1213,0.69
172,ANUSHAKTI NAGAR,1,ACHARYA NAVIN VIDYADHAR,Maharashtra Navnirman sena,28198,164,28362,19.42
172,ANUSHAKTI NAGAR,2,FAHAD AHMAD,Nationalist Congress Party- Sharadchandra Pawar,45815,148,45963,31.47
172,ANUSHAKTI NAGAR,3,ADV. MAHENDRA TULSHIRAM BHINGARDIVE,Bahujan Samaj Party,1778,17,1795,1.23
172,ANUSHAKTI NAGAR,4,SANA MALIK,Nationalist Congress Party,49140,201,49341,33.78
172,ANUSHAKTI NAGAR,5,ALIYA AZAD SANJAR,Peace Party,923,1,924,0.63
172,ANUSHAKTI NAGAR,6,BALASAHEB JAGANNATH SABLE,Right to Recall Party,569,2,571,0.39
172,ANUSHAKTI NAGAR,7,MAHESH APPA SAWANT,Peoples Party of India (Democratic),642,4,646,0.44
172,ANUSHAKTI NAGAR,8,SATISH WAMAN RAJGURU,Vanchit Bahujan  Aaghadi,10456,58,10514,7.2
172,ANUSHAKTI NAGAR,9,JAYPRAKASH BABULAL AGARWAL,Independent,4059,16,4075,2.79
172,ANUSHAKTI NAGAR,10,NOTA,None of the Above,3826,58,3884,2.66
173,CHEMBUR,1,ANITA KIRAN PATOLE,Bahujan Samaj Party,1214,8,1222,0.85
173,CHEMBUR,2,TUKARAM RAMKRUSHNA KATE,Shiv Sena,62991,203,63194,44.18
173,CHEMBUR,3,PRAKASH VAIKUNTH PHATERPEKAR,Shiv Sena (Uddhav Balasaheb Thackeray),52169,314,52483,36.69
173,CHEMBUR,4,MAULI THORAVE,Maharashtra Navnirman sena,7789,31,7820,5.47
173,CHEMBUR,5,ANAND BHIMRAO JADHAV,Vanchit Bahujan  Aaghadi,8787,67,8854,6.19
173,CHEMBUR,6,DEEPAKBHAU NIKALJE,Republican Party of India (A),7384,56,7440,5.2
173,CHEMBUR,7,NOTA,None of the Above,2004,14,2018,1.41
174,KURLA,1,KUDALKAR MANGESH,Shiv Sena,72319,444,72763,46.56
174,KURLA,2,PRADEEP SAMPAT WAGHMARE,Maharashtra Navnirman sena,3175,22,3197,2.05
174,KURLA,3,PRAVINA MANISH MORAJKAR,Shiv Sena (Uddhav Balasaheb Thackeray),68150,426,68576,43.88
174,KURLA,4,MORE VINOD PUNDLIK,Bahujan Samaj Party,728,4,732,0.47
174,KURLA,5,AVINASH GOPICHAND BARVE,Rashtriya Ulama Council,159,0,159,0.1
174,KURLA,6,ADV. ASMA SHAIKH,All India Majlis-E-Ittehadul Muslimeen,3924,21,3945,2.52
174,KURLA,7,JATING SHIVAPPA JAMKHANDI,Rashtriya Swarajya Sena,107,1,108,0.07
174,KURLA,8,MILIND (ANNA) KAMBLE,Bahujan Samaj Party  (Ambedkar),278,4,282,0.18
174,KURLA,9,SAVITA PRASHANT KARANDE,Peace Party,178,1,179,0.11
174,KURLA,10,SWAPNIL RAJENDRA JAWALGEKAR,Vanchit Bahujan  Aaghadi,2976,29,3005,1.92
174,KURLA,11,JYOTI BHAGWAN GAIKWAD PAWAR,Independent,204,1,205,0.13
174,KURLA,12,DR. JYOTSNA BHANUDAS JADHAV,Independent,981,1,982,0.63
174,KURLA,13,DAULAT BABAN JADHAV,Independent,242,0,242,0.15
174,KURLA,14,VIJAY JIVAJI KSHIRSAGAR,Independent,321,2,323,0.21
174,KURLA,15,NOTA,None of the Above,1577,17,1594,1.02
175,KALINA,1,AMARJEET AWADHNARAYAN SINGH,Bharatiya Janata Party,54637,175,54812,42.87
175,KALINA,2,GANGURDE SUSHILA SUNIL,Bahujan Samaj Party,1238,17,1255,0.98
175,KALINA,3,BALKRISHNA ALIAS SANDEEP SHIVAJI HUTGI,Maharashtra Navnirman sena,6032,30,6062,4.74
175,KALINA,4,SANJAY GOVIND POTNIS,Shiv Sena (Uddhav Balasaheb Thackeray),59593,227,59820,46.79
175,KALINA,5,AJAY NAGESH GADGE,Rashtriya Samaj Paksha,416,1,417,0.33
175,KALINA,6,ADV. ABHISHEK SHIVPUJAN MISHRA,Rashtriya Swarajya Sena,325,0,325,0.25
175,KALINA,7,KALAM ATIULLAH KHAN,Insaniyat Party,196,0,196,0.15
175,KALINA,8,MOHD. RAFIK KAZI,Delhi Janta Party,197,5,202,0.16
175,KALINA,9,MOHAMMAD LUQMAN SIDDIQUI,Vanchit Bahujan  Aaghadi,1327,19,1346,1.05
175,KALINA,10,SHAHNAWAZ IBRAHIM SHAIKH,Azad Samaj Party,193,0,193,0.15
175,KALINA,11,AJAY ARJUN WANI,Independent,113,0,113,0.09
175,KALINA,12,ADV UTTAMKUMAR ALIAS BHAINA NAKUL SAJANI SAHU,Independent,127,0,127,0.1
175,KALINA,13,KHAN MAHMOODUL HASAN,Independent,277,0,277,0.22
175,KALINA,14,LAXMAN NAGU KAIKADI,Independent,201,2,203,0.16
175,KALINA,15,VISHAL JANU SATPUTE,Independent,109,0,109,0.09
175,KALINA,16,SUBHASH MAHADEO SAWANT,Independent,717,3,720,0.56
175,KALINA,17,NOTA,None of the Above,1658,9,1667,1.3
176,VANDRE EAST,1,AJAY VITHAL KAPADANE,Bahujan Samaj Party,998,2,1000,0.73
176,VANDRE EAST,2,ZEESHAN BABA SIDDIQUE,Nationalist Congress Party,46251,92,46343,33.94
176,VANDRE EAST,3,TRUPTTI BALA SAWANT,Maharashtra Navnirman sena,16012,62,16074,11.77
176,VANDRE EAST,4,VARUN SATISH SARDESAI,Shiv Sena (Uddhav Balasaheb Thackeray),57515,193,57708,42.26
176,VANDRE EAST,5,GAONKAR GANPAT SHANKAR,Sambhaji Brigade Party,608,2,610,0.45
176,VANDRE EAST,6,PRATIK VIJAY JADHAV,Vanchit Bahujan  Aaghadi,1612,19,1631,1.19
176,VANDRE EAST,7,ADV. SHILPA GOUTAM ALIAS GAAUTAMI,Rashtriya Swarajya Sena,193,1,194,0.14
176,VANDRE EAST,8,ANWAR ABDULLA SHAIKH,Independent,171,0,171,0.13
176,VANDRE EAST,9,KUNAL SARMALKAR,Independent,8500,20,8520,6.24
176,VANDRE EAST,10,ZEESHAN SIDDIQUE,Independent,356,3,359,0.26
176,VANDRE EAST,11,DILIP HIRA SHAH,Independent,250,2,252,0.18
176,VANDRE EAST,12,ADV. PRADEEP VADE,Independent,277,0,277,0.2
176,VANDRE EAST,13,MEHMOOD DESHMUKH,Independent,893,2,895,0.66
176,VANDRE EAST,14,VISHWAS KONDIRAM JADHAV,Independent,260,3,263,0.19
176,VANDRE EAST,15,SHABBIR ABDUL REHMAN SHAIKH,Independent,333,0,333,0.24
176,VANDRE EAST,16,NOTA,None of the Above,1902,10,1912,1.4
177,VANDRE WEST,1,ADV. ASHISH SHELAR,Bharatiya Janata Party,82270,510,82780,55.51
177,VANDRE WEST,2,ASIF AHMED ZAKARIA,Indian National Congress,62557,292,62849,42.14
177,VANDRE WEST,3,AIJAZ IQBAL QURESHI,Bahujan Samaj Party,469,3,472,0.32
177,VANDRE WEST,4,ISTIYAQUE BASHIR JAGIRDAR,Aazad Samaj Party (Kanshi Ram),359,5,364,0.24
177,VANDRE WEST,5,ANDALIB MAJROOH SULTANPURI,Rashtriya Ulama Council,220,1,221,0.15
177,VANDRE WEST,6,BHARATI NAIK,Rashtriya Swarajya Sena,160,3,163,0.11
177,VANDRE WEST,7,MOHAMMED ILYAS AHMED SHAIKH,Bahujan Maha Party,70,3,73,0.05
177,VANDRE WEST,8,ASHFAQUE AHMED SHAIKH,Independent,76,0,76,0.05
177,VANDRE WEST,9,KADRI VAZIR MOHAMMED,Independent,286,1,287,0.19
177,VANDRE WEST,10,DATTATREYA DASHARAT TAVARE,Independent,168,1,169,0.11
177,VANDRE WEST,11,NOTA,None of the Above,1669,9,1678,1.13
178,DHARAVI,1,DR. GAIKWAD JYOTI EKNATH,Indian National Congress,70574,153,70727,53.87
178,DHARAVI,2,MANOHAR KEDARI RAIBAGE,Bahujan Samaj Party,6182,14,6196,4.72
178,DHARAVI,3,RAJESH SHIVDAS KHANDARE,Shiv Sena,47165,103,47268,36
178,DHARAVI,4,ANANTA SAMBHAJI MAHAJAN,Peoples Party of India (Democratic),209,0,209,0.16
178,DHARAVI,5,MANOJ LAXMAN WACKCHAWRE,Aapki Apni Party (Peoples),358,0,358,0.27
178,DHARAVI,6,AJAY RAMCHANDRA DETHE,Independent,126,0,126,0.1
178,DHARAVI,7,AKASH LAXMAN KHARATMAL,Independent,278,2,280,0.21
178,DHARAVI,8,ISHWAR VILAS TATHAWADE,Independent,98,2,100,0.08
178,DHARAVI,9,GHAZI SAADUDDIN,Independent,3330,1,3331,2.54
178,DHARAVI,10,DALVI RAJU SAHEBRAO,Independent,119,0,119,0.09
178,DHARAVI,11,PRASHANT UTTAM KAMBLE,Independent,236,0,236,0.18
178,DHARAVI,12,ADV. SANDEEP DATTU KATKE,Independent,598,0,598,0.46
178,DHARAVI,13,NOTA,None of the Above,1747,9,1756,1.34
179,SION KOLIWADA,1,GANESH KUMAR YADAV,Indian National Congress,65348,186,65534,43.07
179,SION KOLIWADA,2,CAPTAIN R TAMIL SELVAN,Bharatiya Janata Party,73221,208,73429,48.25
179,SION KOLIWADA,3,VILAS DHONDU KAMBLE,Bahujan Samaj Party,1203,13,1216,0.8
179,SION KOLIWADA,4,SANJAY PRABHAKAR BHOGLE,Maharashtra Navnirman sena,5703,26,5729,3.76
179,SION KOLIWADA,5,MOHAMMED SHABBIR ABDUL WARIS ANSARI,Peace Party,166,0,166,0.11
179,SION KOLIWADA,6,ADV. RAJGURU BALKRISHNA KADAM,Vanchit Bahujan  Aaghadi,2197,22,2219,1.46
179,SION KOLIWADA,7,RANGAN KRISHNA DEVENDRA,Prahar Janshakti Party,228,2,230,0.15
179,SION KOLIWADA,8,SHAMSE ALAM GULAM HUSSAIN SHAIKH,Insaniyat Party,64,0,64,0.04
179,SION KOLIWADA,9,ADV. ASHWINIKUMAR RAMDARASH PATHAK,Independent,155,2,157,0.1
179,SION KOLIWADA,10,KARAM HUSSAIN KITABULLAHA KHAN,Independent,67,1,68,0.04
179,SION KOLIWADA,11,PRAMIT KAMLESH MEHTA,Independent,142,1,143,0.09
179,SION KOLIWADA,12,MALIK KHUSHNOOD MALIK MAHEMOOD AHMAD,Independent,107,0,107,0.07
179,SION KOLIWADA,13,CA VETTESHWAR PERIYANADAR,Independent,331,0,331,0.22
179,SION KOLIWADA,14,SHANOOR ABDUL WAHAB SHAIKH,Independent,398,0,398,0.26
179,SION KOLIWADA,15,SANGEETA AVINASH JADHAV,Independent,490,0,490,0.32
179,SION KOLIWADA,16,NOTA,None of the Above,1890,3,1893,1.24
180,WADALA,1,KALIDAS NILKANTH KOLAMBKAR,Bharatiya Janata Party,65856,944,66800,55.78
180,WADALA,2,SHRADDHA SHREEDHAR JADHAV,Shiv Sena (Uddhav Balasaheb Thackeray),41549,278,41827,34.93
180,WADALA,3,SNEHAL SUDHIR JADHAV,Maharashtra Navnirman sena,6933,39,6972,5.82
180,WADALA,4,JALAL MUKHTAR KHAN,Bahujan Maha Party,267,3,270,0.23
180,WADALA,5,MANOJ MOHAN GAIKWAD,Republican Sena,1386,21,1407,1.17
180,WADALA,6,RAMESH YASHWANT SHINDE,Right to Recall Party,179,3,182,0.15
180,WADALA,7,ATUL SHARDA SHIVAJI KALE,Independent,131,1,132,0.11
180,WADALA,8,MANOJ MARUTI PAWAR,Independent,270,3,273,0.23
180,WADALA,9,SURYAKANT SAKHARAM MANE,Independent,183,2,185,0.15
180,WADALA,10,NOTA,None of the Above,1691,17,1708,1.43
181,MAHIM,1,AMIT RAJ THACKERAY,Maharashtra Navnirman sena,32710,352,33062,24.56
181,MAHIM,2,MAHESH BALIRAM SAWANT,Shiv Sena (Uddhav Balasaheb Thackeray),49846,367,50213,37.31
181,MAHIM,3,SADA SARVANKAR,Shiv Sena,48394,503,48897,36.33
181,MAHIM,4,SUDHIR BANDU JADHAV,Bahujan Samaj Party,348,2,350,0.26
181,MAHIM,5,FAROOQ SALEEM SAYYED,Bahujan Republican  Socialist Party,272,4,276,0.21
181,MAHIM,6,NITIN RAMESH DALVI,Independent,243,5,248,0.18
181,MAHIM,7,NOTA,None of the Above,1530,23,1553,1.15
182,WORLI,1,ADITYA UDDHAV THACKERAY,Shiv Sena (Uddhav Balasaheb Thackeray),62450,874,63324,44.19
182,WORLI,2,MILIND MURLI DEORA,Shiv Sena,54001,522,54523,38.05
182,WORLI,3,SURESH KUMAR MISHRILAL GAUTAM,Bahujan Samaj Party,724,6,730,0.51
182,WORLI,4,SANDEEP SUDHAKAR DESHPANDE,Maharashtra Navnirman sena,19142,225,19367,13.51
182,WORLI,5,AMOL ANAND NIKALJE,Vanchit Bahujan  Aaghadi,2840,45,2885,2.01
182,WORLI,6,AMOOL SHIVAJI ROKADE,Republican Sena,306,3,309,0.22
182,WORLI,7,BHAGWAN BABASAHEB NAGARGOJE,Samata Party,90,4,94,0.07
182,WORLI,8,BHIMRAO NAMDEV SAWANT,Ambedkarite Party of India,97,1,98,0.07
182,WORLI,9,RIZWANUR REHMAN QADRI,Aim Political Party,198,1,199,0.14
182,WORLI,10,MOHAMMAD IRSHAD RAFATULLAH SHAIKH,Independent,209,1,210,0.15
182,WORLI,11,NOTA,None of the Above,1528,34,1562,1.09
183,SHIVADI,1,AJAY VINAYAK CHOUDHARI,Shiv Sena (Uddhav Balasaheb Thackeray),74442,448,74890,48.72
183,SHIVADI,2,BALA DAGDU NANDGAONKAR,Maharashtra Navnirman sena,67443,307,67750,44.08
183,SHIVADI,3,MADAN HARISHCHANDRA KHALE,Bahujan Samaj Party,708,7,715,0.47
183,SHIVADI,4,MILIND DEORAO KAMBLE,Vanchit Bahujan  Aaghadi,1005,16,1021,0.66
183,SHIVADI,5,MOHAN KISAN WAIDANDE,Swabhimani Paksha,327,0,327,0.21
183,SHIVADI,6,DR. ANAGHA CHHATRAPATI,Independent,611,4,615,0.4
183,SHIVADI,7,SANJAY NANA GAJANAN AMBOLE,Independent,5897,28,5925,3.85
183,SHIVADI,8,NOTA,None of the Above,2447,13,2460,1.6
184,BYCULLA,1,MANOJ PANDURANG JAMSUTKAR,Shiv Sena (Uddhav Balasaheb Thackeray),79769,364,80133,58.09
184,BYCULLA,2,YAMINI YASHWANT JADHAV,Shiv Sena,48465,307,48772,35.36
184,BYCULLA,3,WARIS ALI SHAIKH,Bahujan Samaj Party,395,3,398,0.29
184,BYCULLA,4,FARHAN HABIB CHAUDHARY,Peace Party,147,1,148,0.11
184,BYCULLA,5,FAIYAZ AHMED,All India Majlis-E-Ittehadul Muslimeen,5521,10,5531,4.01
184,BYCULLA,6,MOHD. NAEEM SHAIKH,Aim Political Party,256,2,258,0.19
184,BYCULLA,7,VINOD MAHADEV CHAVAN,Delhi Janta Party,161,0,161,0.12
184,BYCULLA,8,SHAHE ALAM KHAN,Rashtriya Ulama Council,135,0,135,0.1
184,BYCULLA,9,SAYEED AHMED KHAN,Samajwadi Party,186,1,187,0.14
184,BYCULLA,10,ABBAS F. CHHATRIWALA,Independent,162,1,163,0.12
184,BYCULLA,11,GIRISH DILIP WARHADI,Independent,129,3,132,0.1
184,BYCULLA,12,REHAN VASIULLA KHAN,Independent,93,0,93,0.07
184,BYCULLA,13,WAHEED AHMED ABDUL JALIL QURESHI,Independent,83,0,83,0.06
184,BYCULLA,14,SAJID QURESHI,Independent,171,1,172,0.12
184,BYCULLA,15,NOTA,None of the Above,1571,10,1581,1.15
185,MALABAR HILL,1,BHERULAL DAYALAL CHOUDHARY,Shiv Sena (Uddhav Balasaheb Thackeray),33014,164,33178,24.06
185,MALABAR HILL,2,MANGAL PRABHAT LODHA,Bharatiya Janata Party,100679,518,101197,73.38
185,MALABAR HILL,3,KETAN KISHORE BAWANE,Right to Recall Party,283,1,284,0.21
185,MALABAR HILL,4,SABINA SALIM PATHAN,Aim Political Party,269,4,273,0.2
185,MALABAR HILL,5,ALI RAHIM SHAIKH,Independent,211,4,215,0.16
185,MALABAR HILL,6,RAVINDRA RAMAKANT THAKUR,Independent,312,2,314,0.23
185,MALABAR HILL,7,VIDYA NAIK,Independent,209,0,209,0.15
185,MALABAR HILL,8,SHANKAR SONAWANE,Independent,222,4,226,0.16
185,MALABAR HILL,9,NOTA,None of the Above,1996,19,2015,1.46
186,MUMBADEVI,1,AMIN PATEL,Indian National Congress,74765,225,74990,63.34
186,MUMBADEVI,2,SHAINA MANISH CHUDASAMA MUNOT,Shiv Sena,39997,149,40146,33.91
186,MUMBADEVI,3,PARMESH MURLI KURAKULA,Right to Recall Party,154,1,155,0.13
186,MUMBADEVI,4,MOHHAMED ZAID MANSURI,All India Majlis-E-Inquilab-E-Millat,128,0,128,0.11
186,MUMBADEVI,5,MOHD. NAEEM SHAIKH,Aim Political Party,163,1,164,0.14
186,MUMBADEVI,6,MOHAMMED SHUAIB BASHIR KHATEEB,Aazad Samaj Party (Kanshi Ram),1031,0,1031,0.87
186,MUMBADEVI,7,HAMMAD SYED,Peace Party,79,0,79,0.07
186,MUMBADEVI,8,AAMIR IQBAL NATIQ,Independent,208,0,208,0.18
186,MUMBADEVI,9,NAZIR HAMID KHAN,Independent,151,9,160,0.14
186,MUMBADEVI,10,MOHAMED RAZA ISMAIL MOTIWALA,Independent,75,0,75,0.06
186,MUMBADEVI,11,HUMA PARVEEN BABU ZARIWALA,Independent,135,0,135,0.11
186,MUMBADEVI,12,NOTA,None of the Above,1099,14,1113,0.94
187,COLABA,1,ADV RAHUL SURESH NARWEKAR,Bharatiya Janata Party,80704,381,81085,68.49
187,COLABA,2,RUKHE ARJUN GANPAT,Bahujan Samaj Party,817,16,833,0.7
187,COLABA,3,HEERA NAWAJI DEVASI,Indian National Congress,32418,86,32504,27.46
187,COLABA,4,JEEVARAM CHINTAMAN BAGHEL,Rashtriya Samaj Paksha,279,1,280,0.24
187,COLABA,5,JAIN SURYA,Veer Janshakti Party,315,1,316,0.27
187,COLABA,6,VILAS HARI BORLE,Lokshahi Ekta Party,97,0,97,0.08
187,COLABA,7,CHANDRASHEKHAR DATTARAM SHETYE,Independent,351,0,351,0.3
187,COLABA,8,CHAND MOHAMMED SHEIKH,Independent,85,1,86,0.07
187,COLABA,9,PRASHANT PRAKASH GHADGE,Independent,219,2,221,0.19
187,COLABA,10,MANOHAR GOPAL JADHAV,Independent,177,2,179,0.15
187,COLABA,11,MUHAMMED RIZWAN COATWALA,Independent,79,0,79,0.07
187,COLABA,12,ADV. VIVEKKUMAR TIWARI,Independent,205,1,206,0.17
187,COLABA,13,SADDAM FIROJ KHAN,Independent,159,0,159,0.13
187,COLABA,14,NOTA,None of the Above,1985,8,1993,1.68
188,PANVEL,1,GAJENDRA KRUSHNADAS AHIRE,Bahujan Samaj Party,1516,10,1526,0.4
188,PANVEL,2,PRASHANT RAMSHETH THAKUR,Bharatiya Janata Party,182818,1113,183931,47.9
188,PANVEL,3,YOGESH JANARDAN CHILE,Maharashtra Navnirman sena,10163,68,10231,2.66
188,PANVEL,4,LEENA ARJUN GARAD,Shiv Sena (Uddhav Balasaheb Thackeray),43504,485,43989,11.46
188,PANVEL,5,KANTILAL HARISHCHANDRA KADU,Lokmudra Janhit Party,2420,9,2429,0.63
188,PANVEL,6,PAVAN UTTAMRAO KALE,Bhartiya Jan Samrat Party,476,1,477,0.12
188,PANVEL,7,BALARAM DATTATREY PATIL,Peasants And Workers Party of India,132235,605,132840,34.6
188,PANVEL,8,DR VASANT UTTAM RATHOD,Digital Organization of Nation Party,1024,14,1038,0.27
188,PANVEL,9,SANTOSH SHARAD PAWAR,Republican Sena,1704,25,1729,0.45
188,PANVEL,10,CHETAN NAGESH BHOIR,Independent,445,1,446,0.12
188,PANVEL,11,PRAKASH RAMCHANDRA CHANDIVADE,Independent,264,0,264,0.07
188,PANVEL,12,BALARAM GAURYA PATIL,Independent,456,7,463,0.12
188,PANVEL,13,BALARAM MAHADEV PATIL,Independent,692,4,696,0.18
188,PANVEL,14,NOTA,None of the Above,3879,26,3905,1.02
189,KARJAT,1,THORVE MAHENDRA SADASHIV,Shiv Sena,94511,360,94871,39.53
189,KARJAT,2,NITIN NANDKUMAR SAWANT,Shiv Sena (Uddhav Balasaheb Thackeray),48736,193,48929,20.39
189,KARJAT,3,SHRIRAM BALIRAM MAHADIK,Bahujan Samaj Party,1059,5,1064,0.44
189,KARJAT,4,JAVEED AQDAS KHOT,Independent,369,1,370,0.15
189,KARJAT,5,MAHINDRA LAXMAN THORVE,Independent,226,0,226,0.09
189,KARJAT,6,VISHAL VISHNU PATIL,Independent,329,1,330,0.14
189,KARJAT,7,SUDHAKAR PARSHURAM GHARE,Independent,88750,427,89177,37.16
189,KARJAT,8,SUDHAKAR YADAVRAO GHARE,Independent,2356,5,2361,0.98
189,KARJAT,9,SUDHAKAR SHANKAR GHARE,Independent,714,1,715,0.3
189,KARJAT,10,NOTA,None of the Above,1946,10,1956,0.82
190,URAN,1,MANOHAR GAJANAN BHOIR,Shiv Sena (Uddhav Balasaheb Thackeray),69622,271,69893,26.52
190,URAN,2,MAHESH BALDI,Bharatiya Janata Party,95121,269,95390,36.19
190,URAN,3,ADV. SATYAWAN PANDHARINATH BHAGAT,Maharashtra Navnirman sena,2450,11,2461,0.93
190,URAN,4,SUNIL MARUTI GAIKWAD,Bahujan Samaj Party,594,3,597,0.23
190,URAN,5,KRUSHNA PANDURANG WAGHMARE,All India Forward Bloc,350,0,350,0.13
190,URAN,6,PRITAM J. M. MHATRE,Peasants And Workers Party of India,88649,229,88878,33.72
190,URAN,7,MAHESH GANPAT KOLI,Lokrajya Party,397,2,399,0.15
190,URAN,8,KUNDAN PRABHAKAR GHARAT,Independent,177,0,177,0.07
190,URAN,9,NEELAM MADHUKAR KADU,Independent,281,1,282,0.11
190,URAN,10,PRITAM DHANAJI MHATRE,Independent,428,3,431,0.16
190,URAN,11,PRITAM BALIRAM MHATRE,Independent,206,1,207,0.08
190,URAN,12,BALKRUSHNA DHANAJI GHARAT,Independent,255,0,255,0.1
190,URAN,13,MANOHAR BHOIR,Independent,539,0,539,0.2
190,URAN,14,SHRIKANYA TEJES DAKI,Independent,1033,3,1036,0.39
190,URAN,15,NOTA,None of the Above,2645,8,2653,1.01
191,PEN,1,ANUJA KESHAV SALVI,Bahujan Samaj Party,1236,5,1241,0.55
191,PEN,2,PRASAD DADA BHOIR,Shiv Sena (Uddhav Balasaheb Thackeray),63230,591,63821,28.17
191,PEN,3,RAVISHETH PATIL,Bharatiya Janata Party,123907,724,124631,55.02
191,PEN,4,ATUL NANDKUMAR MHATRE,Peasants And Workers Party of India,28926,265,29191,12.89
191,PEN,5,DEVENDRA MARUTI KOLI,Vanchit Bahujan  Aaghadi,1685,16,1701,0.75
191,PEN,6,MANGAL PARSHURAM PATIL,Abhinav Bharat Party,2262,4,2266,1
191,PEN,7,VISHWAS MADHUKAR BAGUL,Independent,1197,6,1203,0.53
191,PEN,8,NOTA,None of the Above,2449,24,2473,1.09
192,ALIBAG,1,ANIL BABAN GAIKWAD,Bahujan Samaj Party,727,3,730,0.31
192,ALIBAG,2,MAHENDRA HARI DALVI,Shiv Sena,112841,758,113599,47.73
192,ALIBAG,3,CHITRALEKHA NRUPAL PATIL ALIAS CHIUTAI,Peasants And Workers Party of India,83353,681,84034,35.31
192,ALIBAG,4,AJAY SHRIDHAR MHATRE,Independent,437,2,439,0.18
192,ALIBAG,5,AMAR RAVINDRA FUNDE,Independent,139,2,141,0.06
192,ALIBAG,6,ANAND RANGNATH NAIK,Independent,663,3,666,0.28
192,ALIBAG,7,DILIP GOVIND BHOIR,Independent,406,4,410,0.17
192,ALIBAG,8,DILIP VITTHAL BHOIR ALIAS CHOTAMSHET,Independent,32936,274,33210,13.95
192,ALIBAG,9,MAHENDRA DALVI,Independent,192,3,195,0.08
192,ALIBAG,10,MAHENDRA DALVI,Independent,153,3,156,0.07
192,ALIBAG,11,MAHENDRA DALVI,Independent,176,10,186,0.08
192,ALIBAG,12,MANDAR EKNATH GAVAND,Independent,348,5,353,0.15
192,ALIBAG,13,SHRINIVAS SATYANARAYAN MATTPARTI,Independent,1145,1,1146,0.48
192,ALIBAG,14,SUBHASH ALIAS PANDIT PATIL,Independent,1076,1,1077,0.45
192,ALIBAG,15,NOTA,None of the Above,1642,16,1658,0.7
193,SHRIVARDHAN,1,ADITI SUNIL TATKARE,Nationalist Congress Party,115226,824,116050,70.79
